"account","amount","date","description","type"
"6805794923",-44.56,1447903957116,"Hitachi Personal Finance","CAW"
"6805794923",-16.89,1447930024862,"Save the Children","CAW"
"6805794923",-29.28,1447899097198,"Burtons","CAW"
"6805794923",-25.39,1447887027968,"Dorothy Perkins","CAW"
"4273864442133283",-3.04,1447863809382,"National Rail","CCW"
"4273864442133283",-11.1,1447924481783,"Shelter","CCW"
"89716826",-25.18,1447862829711,"Transfer from Current Account to Savings","SAW"
"6805794923",25.18,1447895101306,"Transfer from Current Account to Savings","SAW"
"6805794923",-12.29,1447992128427,"Shelter","CAW"
"4273864442133283",-19.91,1447967040474,"RSPCA","CCW"
"6805794923",-1.56,1448060524658,"Virgin Media","D/D"
"4273864442133283",-7.61,1448126990647,"Cancer Research","CCW"
"4273864442133283",-25.98,1448246310255,"TicketMaster","CCW"
"89716826",-3.04,1448255375303,"Transfer from Current Account to Savings","SAW"
"6805794923",3.04,1448222319696,"Transfer from Current Account to Savings","SAW"
"6805794923",8.24,1448328723075,"Denise Patterson","CAD"
"6805794923",3.53,1448362123702,"Lori Alexander","CAD"
"6805794923",-7.24,1448311885017,"Save the Children","CAW"
"6805794923",-9.48,1448367636791,"Save the Children","CAW"
"4273864442133283",-30.16,1448396233026,"M5 GoKarting","CCW"
"6805794923",4000,1448503820108,"Salary BACS Payment","BAC"
"6805794923",-33.94,1448545489828,"TicketMaster","CAW"
"6805794923",-20.33,1448505324568,"Shelter","CAW"
"6805794923",-41.97,1448482449580,"M5 GoKarting","CAW"
"6805794923",-20.61,1448483010097,"Cancer Research","CAW"
"6805794923",1.07,1448500713211,"Nicole Bailey","CAD"
"6805794923",-10.34,1448542691963,"TicketMaster","CAW"
"6805794923",-31.56,1448525747743,"Paintball UK","CAW"
"6805794923",0.24,1448535266384,"Alan Scott","CAD"
"6805794923",-20.72,1448505409364,"Uber","CAW"
"6805794923",-42.11,1448546191092,"Hitachi Personal Finance","CAW"
"6805794923",-13.94,1448628338640,"Save the Children","CAW"
"6805794923",-42.86,1448606453273,"Toni and Guy","CAW"
"6805794923",-33.67,1448635771643,"Paintball UK","CAW"
"6805794923",-19,1448638378676,"National Rail","CAW"
"6805794923",26.64,1448701956265,"Alan Scott","CAD"
"6805794923",-33.09,1448698448066,"Morrisons","CAW"
"89716826",-2.64,1448643323336,"Transfer from Current Account to Savings","SAW"
"6805794923",2.64,1448722257428,"Transfer from Current Account to Savings","SAW"
"6805794923",-42.07,1448786750984,"Paintball UK","CAW"
"6805794923",-49.64,1448735208347,"American Express","CAW"
"6805794923",-2.63,1448811250350,"Pizza Express","CAW"
"6805794923",-10.81,1448791831289,"Shelter","CAW"
"6805794923",-16.52,1448796219402,"Oxfam","CAW"
"89716826",-8.65,1448796678796,"Transfer from Current Account to Savings","SAW"
"6805794923",8.65,1448799235204,"Transfer from Current Account to Savings","SAW"
"6805794923",-21.5,1448878522945,"Uber","CAW"
"6805794923",0.16,1448894178453,"Nicole Bailey","CAD"
"6805794923",-39,1448883948632,"Pizza Express","CAW"
"6805794923",6.75,1448813819062,"Nicole Bailey","CAD"
"89716826",-9.48,1448820927323,"Transfer from Current Account to Savings","SAW"
"6805794923",9.48,1448857916876,"Transfer from Current Account to Savings","SAW"
"4273864442133283",-10.84,1448942267018,"Uber","CCW"
"4273864442133283",-42.91,1448898777376,"American Express","CCW"
"89716826",-3.85,1448948402278,"Transfer from Current Account to Savings","SAW"
"6805794923",3.85,1448900304652,"Transfer from Current Account to Savings","SAW"
"6805794923",-16.19,1449044645968,"TicketMaster","CAW"
"6805794923",-50.05,1449064110513,"Barclaycard","CAW"
"6805794923",-13.4,1449020484401,"RSPCA","CAW"
"6805794923",-34.27,1449063914588,"Thermae Spa","CAW"
"6805794923",-12.22,1449002694297,"Save the Children","CAW"
"6805794923",-16.07,1449054158285,"RSPCA","CAW"
"6805794923",-18.78,1449003658339,"WWF","CAW"
"6805794923",-10.72,1449011469962,"Toni and Guy","CAW"
"6805794923",-1200,1449101145298,"Rent","D/D"
"6805794923",-19.87,1449075342765,"Sainsburys","CAW"
"6805794923",-5.23,1449076494761,"Payment received thank you","CCD"
"4273864442133283",5.23,1449140471877,"Payment received thank you","CCD"
"6805794923",-53.65,1449206039364,"American Express","CAW"
"6805794923",-15.66,1449182389660,"Shelter","CAW"
"6805794923",-12.18,1449183288045,"RSPCA","CAW"
"6805794923",-18.68,1449190891969,"TicketMaster","CAW"
"6805794923",-14.49,1449195201297,"Save the Children","CAW"
"6805794923",-49.32,1449271109130,"American Express","CAW"
"6805794923",-19.28,1449267701534,"RSPCA","CAW"
"6805794923",-34.94,1449305828885,"Morrisons","CAW"
"89716826",-2.99,1449328967588,"Transfer from Current Account to Savings","SAW"
"6805794923",2.99,1449278711569,"Transfer from Current Account to Savings","SAW"
"6805794923",-12.84,1449401013392,"Shelter","CAW"
