"account","amount","date","description","type"
"4352436098283034",-13.63,1447882429969,"Superdrug","CCW"
"57837272",-4.07,1447889468166,"Transfer from Current Account to Savings","SAW"
"7175177661",4.07,1447922927158,"Transfer from Current Account to Savings","SAW"
"7175177661",-0.01,1447989853297,"Shelter","CAW"
"7175177661",-11.39,1447981066610,"Cancer Research","CAW"
"7175177661",-7.57,1448001134135,"Supercuts","CAW"
"7175177661",-3.29,1447969894671,"RSPCA","CAW"
"7175177661",-6.48,1448000090386,"Spotify","CAW"
"7175177661",-6.25,1448021756192,"Matalan","CAW"
"4352436098283034",-3.4,1447955072975,"MegaBus","CCW"
"57837272",-1.35,1448084523959,"Transfer from Current Account to Savings","SAW"
"7175177661",1.35,1448079233894,"Transfer from Current Account to Savings","SAW"
"7175177661",-1.86,1448154101911,"Primark","CAW"
"7175177661",-8.65,1448120355713,"Primark","CAW"
"7175177661",0.96,1448162257360,"Nicole Bailey","CAD"
"7175177661",-16.53,1448179089934,"Arriva Wales","CAW"
"7175177661",-0.01,1448125361644,"MegaBus","CAW"
"7175177661",-14.74,1448272356785,"Matalan","CAW"
"4352436098283034",-5.14,1448260654372,"Arriva Wales","CCW"
"4352436098283034",-22.44,1448290729492,"Primark","CCW"
"7175177661",4.59,1448305912958,"Brenda Ward","CAD"
"57837272",-15.21,1448330635021,"Transfer from Current Account to Savings","SAW"
"7175177661",15.21,1448297669332,"Transfer from Current Account to Savings","SAW"
"7175177661",-11.58,1448379979392,"National Express","CAW"
"7175177661",-29.82,1448443435132,"Groupon","CAW"
"4352436098283034",-31.71,1448433043489,"Odeon Cinemas","CCW"
"7175177661",1600,1448532744988,"Salary BACS Payment","BAC"
"7175177661",-101.81,1448516610711,"Payment received thank you","CCD"
"4352436098283034",101.81,1448490909590,"Payment received thank you","CCD"
"7175177661",-10.68,1448724113579,"Save the Children","CAW"
"7175177661",-0.01,1448710214422,"Cancer Research","CAW"
"7175177661",-3.21,1448697246335,"Lidl","CAW"
"7175177661",-14.48,1448703970309,"Superdrug","CAW"
"57837272",-1.28,1448687259107,"Transfer from Current Account to Savings","SAW"
"7175177661",1.28,1448661673473,"Transfer from Current Account to Savings","SAW"
"7175177661",1.17,1448779554963,"Interest","CAD"
"7175177661",-13.3,1448741814198,"WWF","CAW"
"7175177661",-0.01,1448802035947,"Arriva Wales","CAW"
"7175177661",-14.08,1448768828777,"Primark","CAW"
"7175177661",-0.01,1448776159491,"Matalan","CAW"
"7175177661",-5.37,1448729674132,"Primark","CAW"
"57837272",-12.73,1448737869112,"Transfer from Current Account to Savings","SAW"
"7175177661",12.73,1448807866510,"Transfer from Current Account to Savings","SAW"
"57837272",-19.5,1448793171450,"Transfer from Current Account to Savings","SAW"
"7175177661",19.5,1448798778189,"Transfer from Current Account to Savings","SAW"
"57837272",-0.81,1448747264769,"Transfer from Current Account to Savings","SAW"
"7175177661",0.81,1448749501036,"Transfer from Current Account to Savings","SAW"
