"account","amount","date","description","type"
"5463650946",-25.36,1447939195119,"McColls","CAW"
"5463650946",-12.77,1447894968206,"Lidl","CAW"
"5463650946",-20.67,1447929072507,"Sports Direct","CAW"
"4823648194274804",-8.66,1447913526957,"Save the Children","CCW"
"5463650946",-51.88,1447903625688,"Payment received thank you","CCD"
"4823648194274804",51.88,1447877329764,"Payment received thank you","CCD"
"5463650946",0.79,1448008547337,"Brenda Ward","CAD"
"5463650946",-11.82,1448011089711,"Wonga","CAW"
"19007985",-0.87,1448003536525,"Transfer from Current Account to Savings","SAW"
"5463650946",0.87,1448001901019,"Transfer from Current Account to Savings","SAW"
"5463650946",-4.5,1448052741652,"Thames Water","D/D"
"4823648194274804",-23.96,1448054535013,"Lidl","CCW"
"4823648194274804",-8.17,1448081373971,"Superdrug","CCW"
"4823648194274804",-0.01,1448145596947,"Subway","CCW"
"5463650946",-400,1448212583486,"Rent","D/D"
"5463650946",8.31,1448378201539,"Nicole Bailey","CAD"
"4823648194274804",-7.55,1448331589998,"McColls","CCW"
"4823648194274804",-1.46,1448346225420,"Wonga","CCW"
"4823648194274804",-0.01,1448437631798,"Barclaycard","CCW"
"5463650946",2000,1448529555595,"Salary BACS Payment","BAC"
"5463650946",-0.01,1448548046513,"McColls","CAW"
"5463650946",-201.65,1448465702915,"Payment received thank you","CCD"
"4823648194274804",201.65,1448550501238,"Payment received thank you","CCD"
"4823648194274804",-20.72,1448481021135,"Lidl","CCW"
"5463650946",-23.63,1448558838500,"Superdrug","CAW"
"5463650946",-21.14,1448625471269,"Spotify","CAW"
"5463650946",-17.39,1448606957882,"Subway","CAW"
"5463650946",-0.01,1448638457553,"Arriva Wales","CAW"
"4823648194274804",-3.19,1448574171062,"Hitachi Personal Finance","CCW"
"5463650946",-1.62,1448684804061,"National Express","CAW"
"5463650946",-15.08,1448678570177,"Odeon Cinemas","CAW"
"5463650946",-3.86,1448648552444,"MegaBus","CAW"
"5463650946",-25.41,1448702100856,"Lidl","CAW"
"5463650946",-2.02,1448640557491,"Groupon","CAW"
"5463650946",-1.1,1448650882917,"Barclaycard","CAW"
"5463650946",-6.82,1448694407967,"National Express","CAW"
"5463650946",-8.05,1448692022236,"Shelter","CAW"
"5463650946",-25.58,1448654823029,"Matalan","CAW"
"5463650946",-6.73,1448663930988,"Shelter","CAW"
"5463650946",-0.01,1448689001926,"Cancer Research","CAW"
"5463650946",-36.84,1448642392620,"Payment received thank you","CCD"
"4823648194274804",36.84,1448705189045,"Payment received thank you","CCD"
"5463650946",-186.22,1448695180028,"Payment received thank you","CCD"
"4823648194274804",186.22,1448669659038,"Payment received thank you","CCD"
"4823648194274804",-16.43,1448690992454,"McColls","CCW"
"4823648194274804",-15.63,1448708660072,"Lidl","CCW"
"4823648194274804",-3.35,1448645005690,"Barclaycard","CCW"
"4823648194274804",-18.6,1448659641572,"McColls","CCW"
"5463650946",-36.64,1448692837887,"Payment received thank you","CCD"
"4823648194274804",36.64,1448678551830,"Payment received thank you","CCD"
"4823648194274804",-14.3,1448675028327,"Supercuts","CCW"
"4823648194274804",-4.58,1448710632320,"McColls","CCW"
"5463650946",-0.01,1448807450158,"Shelter","CAW"
"4823648194274804",-22.86,1448792290350,"Odeon Cinemas","CCW"
"4823648194274804",-6.39,1448800724550,"National Express","CCW"
"4823648194274804",-0.01,1448764988582,"WWF","CCW"
"4823648194274804",-0.01,1448781977018,"MegaBus","CCW"
"4823648194274804",-14.97,1448790157680,"Superdrug","CCW"
"4823648194274804",-18.33,1448790347295,"Primark","CCW"
"5463650946",-155.6,1448735727466,"Payment received thank you","CCD"
"4823648194274804",155.6,1448743275276,"Payment received thank you","CCD"
"5463650946",-7.13,1448814746663,"Bodyshop","CAW"
"5463650946",-12.45,1448814042199,"Save the Children","CAW"
"4823648194274804",-14.67,1448891372551,"Lidl","CCW"
"19007985",-44.56,1448865534778,"Transfer from Current Account to Savings","SAW"
"5463650946",44.56,1448871293240,"Transfer from Current Account to Savings","SAW"
"5463650946",1.91,1448928586498,"Alan Scott","CAD"
"5463650946",-13.54,1448968517268,"McColls","CAW"
"5463650946",0.44,1448956767715,"Interest","CAD"
"4823648194274804",-34.68,1448907792785,"Superdrug","CCW"
"4823648194274804",-25.34,1448994956968,"Supercuts","CCW"
"4823648194274804",-13.22,1448991213049,"McColls","CCW"
"19007985",17.45,1449024102458,"Transfer from Savings to Current Account","SAD"
"5463650946",-17.45,1449037312621,"Transfer from Savings to Current Account","SAD"
"5463650946",-3.84,1449097684016,"McColls","CAW"
"5463650946",-8.82,1449141171577,"MegaBus","CAW"
"5463650946",-4.73,1449089858983,"MegaBus","CAW"
"5463650946",-5.54,1449120653778,"Arriva Wales","CAW"
"4823648194274804",-6.88,1449085319679,"WWF","CCW"
"4823648194274804",-16.49,1449111525153,"Cancer Research","CCW"
"19007985",7.09,1449123958319,"Transfer from Savings to Current Account","SAD"
"5463650946",-7.09,1449074921619,"Transfer from Savings to Current Account","SAD"
"4823648194274804",-11.88,1449241187117,"Lidl","CCW"
"5463650946",-4,1449259702118,"RSPCA","CAW"
"4823648194274804",-6.56,1449272902190,"Oxfam","CCW"
"4823648194274804",-10.55,1449287817187,"Lidl","CCW"
"4823648194274804",-26.38,1449257550877,"Spotify","CCW"
"4823648194274804",-15.43,1449374104591,"Sports Direct","CCW"
"4823648194274804",-20.87,1449337579263,"Lidl","CCW"
"4823648194274804",-12.38,1449377637979,"McColls","CCW"
"4823648194274804",-0.01,1449401183837,"Lidl","CCW"
"5463650946",-63.8,1449332229052,"Payment received thank you","CCD"
"4823648194274804",63.8,1449382008562,"Payment received thank you","CCD"
"19007985",-3.82,1449335504279,"Transfer from Current Account to Savings","SAW"
"5463650946",3.82,1449365447457,"Transfer from Current Account to Savings","SAW"
"5463650946",-0.24,1449430092094,"Superdrug","CAW"
"5463650946",-0.01,1449419373415,"Lidl","CAW"
"4823648194274804",-27.95,1449492317059,"Lush","CCW"
"19007985",-9.82,1449463525195,"Transfer from Current Account to Savings","SAW"
"5463650946",9.82,1449472559487,"Transfer from Current Account to Savings","SAW"
"5463650946",-33.1,1449529967300,"Matalan","CAW"
